Comments,sentiment_label,sentiment_score,sentiment_numeric
"My problem is how ads will be brought to you, because this is yet another screen, and since it is on your face it is something that ""the company"" would want to use to market their products and services. Since Apple says that eye tracking is not ""tracked"" 😏",Negative,0.7365027666,-1
My question would be how comfortable it is to someone who wears glasses. It looks like this might not have been taken into account. And having a device digging into the side of your head is not what you need if you wear glasses,Negative,0.5254626274,-1
"Nailed it -- ever since they announced the $3,500 price at WWDC (versus a consumer-oriented event), I've been telling everyody that this is a dev-funded dev prototype platform. This way they can fine-tune a subset of features for a later $1,500 headset intended for the general consumer.",Neutral,0.8273777366,0
Ngl the fact that  apple vision pro restricting WT we can do and WT we can't is scary,Negative,0.9939040542,-1
"No sane is gonna wear those goggles in public. The price? yeah right? Oh that Apple car, nah, forget that 10 bill. research, we're good.",Neutral,0.9505342245,0
"Not happy that a $3,500 headset only has 90hz, why not 120?",Neutral,0.7963112593,0
Not to be rude but the Apple Vision Pro is an augmented reality headset not a virtual reality headset,Neutral,0.9906792045,0
"Nothing like this will be usable in social spaces until it has the form factor of actual glasses, and we are far from that",Negative,0.6575872898,-1
Now I can type on search bar “Apple Vision Pro Review Mrwhosetheboss”,Neutral,0.9378924966,0
Now imagine their iconic notch for all the sensors up front in Gen 2 to increase their outer screen size. Love your vids btw,Neutral,0.6062172651,0
"Now that you have a vision pro, maybe you can demonstrate the spatial video feature with the iPhone 15 pro max. I haven't seen anyone cover that. I tried using it in the quest 3 and I clearly had no idea what I was doing cause it felt like i was inside my cabinets LOL.",Neutral,0.7679170966,0
"Now that you mentioned it, Pokemon Go on the Apple vision Pro would be amazing 🤩 🔥",Positive,0.9786362052,1
"Now the real question

Quest 3 or Vision pro?

We need this answered Arun!",Neutral,0.9871215224,0
Nvidia bringing its Omniverse technology to Apple's Vision Pro headset,Neutral,0.9454079866,0
oh btw the vison pro does have an ability to have a wired connection but you need to pay for an expensive adapter thing that replaces one of your side thingys,Neutral,0.5846009254,0
Oh my gosh if there was a Pokémon GO app for the Vision Pro that made it feel like you were in the actual Pokémon GO universe I would get the Vision Pro in a second😮,Neutral,0.6709070206,0
OK! I've definitely found others' faces funny in the FaceTime in the Vision Pro. But I can't stop laughing seeing Arun in it. Why does it look kinda weird in a good and funny way 😂,Positive,0.5013756752,1
"Okay I’m mindblown by the editing, in the first 5 minutes so far and I’m still wondering how you got those Vision Pro App Windows into the Video itself, it’s so damn cool",Positive,0.9543881416,1
"Okay, great video as always, BOSS DROPPED THE VIDEO LATE, BUT WHEN BOSS DID... EVERY OTHER VIDEO BECAME IRRELEVANT 🖤😂
but we want a more specific video, like how the vision pro works, the technology apple put into it to make it, JUST WANTS A TYPICAL BOSS VIDEO, where he explains the every shred of a technology they put into the product 😂",Neutral,0.5782644153,0
OMG GUY TECH REVIEWER MADE VISION PRO REVIEW!!1!!1!1,Positive,0.5909507871,1
"OMG your vision becomes Apple's vision when you PUT THEIR HEADSET OVER YOUR EYES! No crap dude. Take it off, Apple keeps all the spatial data on-device. What a braindead take",Negative,0.9333167672,-1
One of the best vision pro video,Positive,0.9856637716,1
"People aren't laughing because you're wearing the Apple Vision Pro outside, they're laughing because you're wearing shorts and flip-flops in this cold UK weather 😁",Neutral,0.8898876905,0
"People keep banging on about the price as if it's actually significant, in the grand scheme of things, or but more specifically, significant for apple.

They sell a $5000 display, and the stand for that display, sold separately is another $1000. They sell $2000+ smart phones and tablets, $5000 mini PC's and laptops, $1000 smart watches, all with overlapping features, all that work together seamlessly all but demanding that you buy them all! There whole gimmick is ""luxury"" and ""quality"" which is only proven out by ridiculous prices. 

And they've been doing it for 40 years. 

The Apple Lisa, launched in 1983. For $10,000. That's not the inflation adjusted price. That's 10,000 1983 dollars (inflation adjusted that comes to a tad over $31,000) 

It wasn't meant to succeed, it was meant to show the world what computers could and should be. GUI, text to speech, mouse, the fonts...it was a tech demo, that you could buy. Yes, most of those features were stolen from xerox,  but xerox didn't package them into an appliance any idiot could use. 

Apple spent $100 billion developing the vision pro, with only about $20 billion of that being on the actual hardware...and after more than a decade of VR and AR headsets filled with compromises, quirks and limitations, Apple has once again showed the world what a product could and should be.  

It doesn't matter if there's a legitimate need for it NOW, there will be, and every competitor is going to be playing catch up for the next 5 years trying to release something half as good as the thing that's 5 years old.

Which means, much like iphone, and ipad....that's where the developers will go, and that's where consumers will flock...and realistically there's only a few companies that could dump the required money into developing a competing product: 
Microsoft, who already tried, and mostly failed outside of limited corporate use.
Google, who has their fingers in so many pies, which they usually abandon before even tasting. 
Nvidia, who simply doesn't need to. They've already cornered the AI market and have made it fairly clear that consumer tech is now beneath them. 

Oculus had potential before facebook bought them out, but zuck is more interested with creating a VR social platform that no one asked for or cares about.  

Apple could have launched the vision pro for double, or triple the price and it still would have been a success, even if not financially so.",Negative,0.5119593143,-1
please can you get me a apple vision pro please!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,Positive,0.9872997403,1
Prity cool vr is evolving alot. Will be good when its affordable these apple vision pros are expensive,Negative,0.9859634042,-1
PSA: Friday's the Last Day to Return Your Apple Vision Pro,Neutral,0.865178287,0
"Qualcomm unveils cutting-edge XR chipset to compete with Apple Vision Pro | Chip likely designed for Samsung, Google mixed reality headset.",Neutral,0.8771687746,0
"Question: Can you collaborate, using 2 Apple Vision Pros? 
I am thinking video editor and client. Like immersive screensharing. 
And they don't have to be in the same room for that.",Neutral,0.8730692863,0
Researchers warn against using headsets like the Apple Vision Pro daily,Negative,0.5368310213,-1
Review: The Mac Studio shows us exactly why Apple left Intel behind,Neutral,0.9460547566,0
"Sales are bottoming out in the Vision Pro, and they are turning up on eBay for $100s less now.",Neutral,0.9901346564,0
short in london just looks wrong hahah everyone looks like deepst winter but here he is not only with a vision pro but shorts,Neutral,0.5028943419,0
Should Apple kill the 17-inch MacBook Pro? | Reviews - Laptops - CNET Reviews,Neutral,0.9879168868,0
"should have seen the review on youtuber , Dope or nope ....almost every single marketing material that apple touted on the vision pro was simply marketing . in reality it did not , and i say , did not accomplish what the marketing said it could . One funny thing is , how do you MEDITATE with eyes wide open . ?? yea how silly ...? Mrwhosetheboss did not also mention how poor the F.O.V is on the vision pro and how heavy + how silly to still have a mouse tail .  Really you could have said it more honestly also that apple care would cost more on the meta quest 3 . crazy right ???",Negative,0.9024671316,-1
"since this produce came out i saw the huuuuuuugh potencial of the i apple vr  pro and thought how would this be better than a vr headgear thinking thinking and i got it for next hugh thing would be make this in to a tv big enough for gaming and movies  and use the ar vr glasses with it and the image would pop off the screen not like the 3d glasses but close enough to touch  it would be the next biggest thing in gaming because the ar glass are light and don't give the red ring of death like you been sitting on the toilet
Still the i pro vr is awesome becase of it technology",Positive,0.9064936638,1
So I just used this and I thought it was pretty impressive. I thought the Live Photos and videos were pretty immersive especially the 3D videos. Now I only did a demo so it was definitely a curated experience but it does have potential for sure.,Positive,0.9749584794,1
"So many videos about Vision Pro, even my second favourite MKBHD, but always waited for the Mrwhosetheboss. Today, I told my friend I wanted the MrWhoseTheBoss video on it, and it released 30 minutes ago! Yayyyyyy",Positive,0.6635011435,1
"So they upped a headset price by more than 7×, added color to the existing transparent mode on the Oculus, upgraded the hand control mode that's also on the Oculus, added an eye screen on the front, and slapped the Apple logo on with a crappy strap... Now you guys are eating this up...",Neutral,0.9083087444,0
"So, Apple wants the vision pro to be an all in one device",Neutral,0.9654871225,0
"Some Apple Vision Pro users suffer black eyes, headaches and neck pain",Negative,0.9817405939,-1
Someone who actually uses the product before reviewing it. Not just getting it out the fastest,Neutral,0.5302241445,0
Something like this would be cool if it could do live translations and present them under the person you are looking at.,Neutral,0.8963816166,0
Strong Ready Player 1 vibes from the Vision Pro,Positive,0.9319756031,1
"Sure it looks cool but what does it offer to consumers? If we look at consumer electronics, the ones with big success were those that have provided a lot of value for regular people. Computers and smartphones are good examples of this. What does this gadget do that's so revolutionary? Nothing, everything I can do on a computer or smartphone I can do on this and probably more efficiently as well. 

I guess the form-factor is the selling point, unfortunately it's far from ideal and very expensive. In this economic environment you're just not gonna get mass adoption unless you provide tangible benefits people really can't get elsewhere. 

At best this is like their smartwatch that nobody asked for, that's there for some people to waste money on. Seems unlikely because currently Apple is losing money on these which means that for this product to produce a profit for them they have to make it yet more expensive.",Negative,0.6425113678,-1
Surface Pro 11 and Laptop 7 review: An Apple Silicon moment for Windows,Neutral,0.8907961845,0
Survey: Consumers No-Go on Apple’s Vision Pro Headset — for Now,Negative,0.976980567,-1
Talked about everything I was thinking of and explained it in a way that was easy to understand. I completely agree that the Vision Pro is meant for developers and in its current stage is like a stepping stone into what could be the future. Keep up the awesome work!,Positive,0.7290856242,1
"Tbf I saw one of the main problems with it before watching. Apple are very much their own. If Android could do something like this, I truly believe that they would smash it out the park but I'll give Apple their dos, it does make me excited. Only other fear I have with it is how it going to affect the eyes?",Negative,0.9066467881,-1
"Technologically this thing is a behemoth. While I can't afford one I can understand the price with the tech that's packed in. Apple being apple though, I fully expect to see a more rigid and supportive apple branded head strap that will set you back at least $350",Positive,0.3459105194,1
Thanks for the review. This is the best and complete review I have seen for the vision pro.,Neutral,0.6002203226,0
"Thanks for the video, one of the things that a lot of people mention when reviewing the AVP is how well it works with other Apple products which is understandable.  However, what happens if someone who has no other Apple products gets the AVP,  what can they do? If you don't have Apple tv or use any other Apple apps?  This makes the product almost useless.  I understand that for the most part anyone wanting this device probably already has a variety of other Apple products and that is the target audience, but I kind of feel not enough reviews point this out.  Thanks for mentioning this and the issues with the lack of non-apple connectivity.",Positive,0.5991940498,1
"Thanks for the video, one of the things that a lot of people mention when reviewing the AVP is how well it works with other Apple products which is understandable.  However, what happens if someone who has no other Apple products gets the AVP,  what can they do? If you don't have Apple tv or use any other Apple apps?  This makes the product almost useless.  I understand that for the most part anyone wanting this device probably already has a variety of other Apple products and that is the target audience, but I kind of feel not enough reviews point this out.  Thanks for mentioning this and the issues with the lack of non-apple connectivity. obviously *AWMKToken* is in a great spot",Positive,0.6498069167,1
That 3d background colour selection for vision pro is ace old Vs the new 😂,Neutral,0.6974199414,0
"Thats actually the perfect product to be controlled, maybe thats why its exist. Imagine it tracks even the slightest movement of your eye and if this product will expand and everyone will wear it in the daily life, how much information apple could finally collect. Thats kinda scary tbh. Well next step will be for sure to integrate the AI into that thing so Musks worries will come true!",Negative,0.4664589763,-1
The AnandTech Apple iPad Pro review.,Neutral,0.9916108251,0
The app doesn't get your eye tracking info... wait until Apple comes up with an API to charge developers for accessing this valuable marketing data...,Neutral,0.8874723911,0
"The apple vision pro got some unique features but that doesn’t justify the price since you can build a whole gaming setup for around half the price or less depending on the specs, monitors, decorations etc or some quality product for less than 1/10th of that",Neutral,0.7283191681,0
"The apple vision pro is a cool device but 2 hours of battery and 3500 dollars? Thats insanity and they will release ""new version"" and slow the old generations whit new updates",Positive,0.560013473,1
"The Apple Vision Pro is a cool device but my biggest ick about this device is its lack of third-party streaming apps like Spotify, Netflix and YT. I can only assume the reason why is that it will take up a lot of work just to custom make the apps and optimise for the Vision Pro.",Positive,0.9686225057,1
The Apple Vision Pro Is a Dystopian Device for a Dystopian World,Negative,0.5621361732,-1
The Apple Vision Pro is getting two VR gaming staples.,Neutral,0.9230111837,0
The Apple Vision Pro made me excited and scared at the same time.,Positive,0.9369980097,1
the apple vision pro not having very many games is 100% wasted potential,Negative,0.9891198874,-1
"The Apple Vision Pro took years of development, now we know why, and this product is fascinating!! Thank you for your review, Arun!",Neutral,0.7399413586,0
The Apple Vision Pro will launch in February,Neutral,0.9544174671,0
The AVP has no killer app but it has a ton of shills and influencers trying really hard to explain why it's $3000 better than the Quest 3.,Neutral,0.9395463467,0
The best Apple Vision Pro review I’ve seen.,Neutral,0.596369803,0
The best review i ever saw for the vision pro keep up the good work!!,Positive,0.9751799107,1
The best Vision Pro I’ve ever seen,Positive,0.996969521,1
"The big error Apple made with this product is you cant share it with people. Like an iPhone, you can give it to someone else and it just works. The Apple Vision Pro? In most cases you will have to fiddle around with options and settings to get it fitted. Not gonna do that on strangers. And do you even want strangers to put their face sweat on your device? I think VR will never overcome these problems.",Negative,0.9851367474,-1
"The current Vision Pro is a developers equipment, the consumer version will be out next year.",Neutral,0.9686961174,0
"The definition has to be high and it must be comfortable.
If it is then content will matter, if not it wont take off amongst the civilian population.
Right now its a five minute wonder with novelty value that will wear off in about a month and cost you a small fortune in the process.
For specific applications however it is a goer ie health, military and industry etc etc.",Positive,0.8832891583,1
The 'easy to scratch' problem makes it an easy NOPE!  I'd lose sleep getting even a tiny scratch on a $3500 device.  Tests put it at a Mohs level 2 scratchable - standard phones are level 6.  So - it's simply a matter of how many days you can make it before it gets scratched up.,Negative,0.9318839908,-1
"The eye tracking  issue for selecting items quickly (like the example of jumping to the last digit of your pin) isn't one of jumping to the next number as much as it is one of selection animation latency. They foveated rendering is ready to go when your at the next eye target, but you have to wait for the selection animations to complete before you're allowed to make a sleection.

Also, the biggest flaw of the vision pro, other than the field of view, is the reliance on AirPods pro for personal sound. The airpods really suck at cancelling sound. They simultaneously fail to cancel voices and heavy noise and they also have to high pressure impact from the cancellation. $90 in ears do a much better job of both eliminating ambience, and providing quality sound. You can also make it through a long flight wearing your in ears where you will have to dock the airpods to charge.",Negative,0.8530318141,-1
The fact that Moms can watch Serials on Vision Pro is Crazy😂😂,Positive,0.9163766503,1
The FOV and comfort need major improvements,Negative,0.9056754708,-1
The GOAT of Tech is finally here with the Apple Vision Pro review,Neutral,0.9611442089,0
The graphics for the 3rd person but still in the headset view in this video is amazing really demonstrates it well. 😎,Positive,0.9375241399,1
The internet is loaded with vision pro content,Neutral,0.5879795551,0
The key problem he mentions is solved by AR glasses.  They pass real light through so you can see the real world as well as someone who wears glasses.,Neutral,0.7267791033,0
"The killer app I see is for maintenance technicians and machine operators.  Imagine being able to overlay technical manual directions over the actual machine you are working on.  Or being able to switch to an avatar demonstrating the action to take. AI and automation may be able to replace an operator, but they can’t replace a millwright climbing up on the machine to unbolt a flange.  The problem has always been making sure the millwright is unbolting the correct flange and verifying that the flange needs unbolting in the first place.",Positive,0.9518914223,1
the killer feature is seeing any hologram imaginable ...if u have the software,Positive,0.9720974565,1
"the major thing about the vision pro and any other VR/AR device is how good they are for travel.   A long flight and you can indeed escape into a far more relaxing environment.  This is so good one could argue it being therapeutic for worn out travelers and people with high anxiety issues, claustrophobia (which is on the rise due to modern medications)   and so many other conditions that could readily calm a person down by removing them from the cramped environment of say an aircraft into just about anywhere , including  ironically a virtual first or business class seating situation.",Positive,0.9808683991,1
The most genuine review of the Vision Pro.,Neutral,0.9167749286,0
"The most important parts is around 15:00 – I don't accept Apple's inferior web browser for my smartphone and as result I cannot stand iOS. And this thing forces you to use the whole Apple ecosystem if you really want to use Vision Pro. And Apple tries to do the same thing here as they do with iPad: one device is usable for one user only because the OS doesn't support user profiles. The intent is obviously to sell as many devices as there are users in your family. However, with $3000–4000 per device, this doesn't seem realistic.",Neutral,0.7918615341,0
The most nuanced review of the Vision Pro... 😎👍,Neutral,0.78093189,0
The one case i see it being absolutely amazing is for partial sightedness and blindness. It literally gives sight to the sightless.,Positive,0.9616698623,1
The one thing I do like about apple is that they take something that exists and improves upon it. I just wish it was more accessible and not confined to an ecosystem.,Neutral,0.5144789219,0
The one thing I want to do in vision pro is watch anime in a beautiful scenery but it was only for apple tv that is a let down,Neutral,0.8740012646,0
The only good part I think about it is for 3d models so you  can zoom in to the model or make it real size to see how it look in irl,Positive,0.8673514128,1
The other day I saw someone wearing the vision pros out in public 😂❤,Neutral,0.904103756,0
"The position of this Apple Vision Pro is as a collectible/hobby or entertainment. 
It's not there yet when it comes to productivity, even as entertainment it's just barely there. 
But it's a good 1st gen product, like the first samsung fold, it have so much problems, but by the 3rd gen, everything is almost perfect. 

Now let's wait for the 4th gen of this.",Neutral,0.9495329261,0
"The selling point of vision pro is the app library u already have and the apps you use on the ipad. Its ment to replace the ipad not the iphone that many falsely believe. A professional designer or a professional engineer that use the ipad for his work, is more likely to jump to an vision pro",Positive,0.797472477,1
The the best version of Apple Vision Pro will be when it will be a literal tony stark lab like thing on your face if you know what I’m saying,Positive,0.7547552586,1
The true purpose of the Apple Vision Pro is to exist as a 'price anchor' to sell the true product: Apple Vision Core/Air,Neutral,0.9603952765,0
The Vision Pro comes with a secondary strap though. One that goes over the head and not just around.,Neutral,0.9874246716,0
"The Vision Pro has great specs, but the price is absolutely out of my price range.
I am in the UK.  I have a Meta Quest 2, and have been thinking about a Quest 3 (£600).
I have lots of Apple kit and I love the quality and attention to detail.
So if Apple produces a consumer headset for £1000 or less, I would buy it.  £3500 ? NO ! 😧
Apple needs to remember that European salaries are about half of those in the USA.",Neutral,0.5784681439,0
"The Vision Pro has really no reason any normal person would need it, it’s kind of just to show off what modern tech can impress us with.",Neutral,0.9508271813,0
"The Vision Pro is the beginning of something new. Not something perfect, but it marks the birth of spatial computing, which I think will be mainstream in a few years time after the tech has been polished enough.",Neutral,0.7009775043,0
The Vision Pro is the most pointless and ridiculous piece of tech I have ever seen. Absolute waste of money,Negative,0.9964919686,-1
"The vision pro is what it is, a VISION! The tech is really not there today, that's it. Still cool tho.",Positive,0.6888284683,1
The Vision Pro needs to have some sort of active head massaging feature to combat the headaches from usage.,Negative,0.8913661838,-1
"The vision pro was the ""Humanity's doomed"" or the ""next generation of technology"" but it's just not that yet...",Neutral,0.9836927056,0
"The Vision Pro's name truly has a double meaning. Vision because it's a headset, and vision because it's not made for now as much as it's made for Apple's vision of the future. Not gonna lie, I was really annoyed when I realized that because it's too smart sounding. Also, are people giving you side eye for having the vision pro on, or because everyone has pants and jackets on while you're wearing sandals and shorts?",Neutral,0.7027465105,0
"The whole point of the Vision Pro is so developers will make apps for it, so Apple can eventually release a base model Vision headset.",Neutral,0.8947688341,0
"The whole social acceptance thing kinda reminds me of the early days of mobile phones (and later on, hands-free calling), using one in public would make everyone think you are an absolute knob... Fast forward 10 years, nobody bats an eye... Gonna be the same with VR/AR headsets... Gotta give it to Apple for really kickstarting this process",Positive,0.7755676508,1
The whole time I was thinking about see through phones then he goes like see through phones I bet apple can do this better than any other company too,Neutral,0.9519482255,0
The worst thing about vision pro is that it is irreparable 17:32  also blame the m2 chip inside,Negative,0.9892734885,-1
Their focus is enterprise for this product. Not consumer/youtubers,Neutral,0.9628569484,0
"There are some future things that have to happen for AVP to become a ubiquitous product. 

No more passthru. It NEEDS to be a transparent device that adds things in
Needs to feel no different to wear than a pair of glasses.
Needs a physical input device with haptic feedback.
Needs to be able to easily share what you are viewing with people around you",Positive,0.7053447366,1
"There are two big problems with the Vision pro: first, the Vision Pro can only have one virtual Mac display at a time and it can't display your iPhone or iPad screen. Second, the price is just too high. The Meta Quest 3, heck even the Meta Quest Pro are way cheaper than the vision pro. Yeah the Vision Pro has more features but I care more about price, especially when the Quest 3 and Quest Pro have way more apps and are a way better purchase for most people wanting to get into VR (most people wanting to get into VR is wanting to play VR games. Most people sitting in an office who want a bigger display won't be looking into a VR headset.).",Negative,0.6602507234,-1
There could be a feature which the device detects a flat surface where it puts in a “virtual keyboard” so that it doesn’t require the eye to focus. 18:37,Neutral,0.7276917696,0
"There is no doubt that this review is the best for the Vision Pro! Compared to the other videos I've seen on the Vision Pro, I think your angle is much more real and honest.",Neutral,0.6476438046,0
"There was a video I watched where an African man was given an Apple Vision Pro, and he was playing a video game. And the hilarious part is he was filmed screaming and yelling as if he was falling off a cliff.😂 turns out he was playing a video game where he was falling off a cliff.🤣🤣🤣 and he though was falling in real life. So they removed the device from his face to calm him down.🤣🤣🤣",Neutral,0.6321182847,0
"There's one major problem with this headset. ""Over 4 billion people across the globe wear glasses."". So why has Apple made it so hard for us glasses wearers to use it? You have to get expensive lenses pre-installed. So I can't just wear one and try it out.",Negative,0.739710927,-1
"these are expensive but after the tour and trying the RayNeos, nothing can compare to vision pros!",Positive,0.9884266257,1
"These ideas are so thought out, this is definitely hands-down the best review of the Vision Pro.",Neutral,0.736433804,0
These kind of headsets have been around for years. They never caught on.  Apple won’t solve this.,Neutral,0.6759747267,0
"They are garbage, i work for a Apple company who gets returns from customer's and within the last month or so seen thousands of these, i mean like 50+ thousand of these things being returned because they are junk. The downfall of what we do at our company, every single piece of product that comes in, we have to verify that they are in fact real. Way to many fakes come through, so we have to check to see if the serial numbers on the product match the serial numbers on the product box. All i have to say is, in my opinion, everything Apple, JUNK!",Negative,0.9711285233,-1
"They design an extremely advanced version then parse them out to v1 v2 v3 v4 etc. There is a reason why it's just good enough like pictures.

It's because they want to sell you another one with better cameras for 4,499",Neutral,0.435657382,0
They don’t need to advertise it. People will buy it anyways because it’s an Apple product.,Neutral,0.6864115596,0
They dropped the ball on that front eye display so hard. It's so dark and directional as to be completely useless. You can bet you're paying $500 for something that simply does not work.,Negative,0.8653441668,-1
They need to make AR glasses that look like glasses. The technology is getting there slowly. I suspect we will have it by 2030 and everyone will be walking around with AR vision.,Positive,0.4214386344,1
they should add haptic feedback when using the headset. it would be nice to have that sense when you 'click' on a virtual menu,Negative,0.8151391745,-1
they should make a version that's half priced that works with your existing mac.,Neutral,0.9420545101,0
This apple vision pro review is absolutely brilliant. You covered so many pointers that most people could rarely replicate. Your approach and the flow of this video is very good. Well done on this,Positive,0.9243153334,1
this could actually be perfect for colorblind people!,Positive,0.8125832677,1
"This definitely got rid of all my questioning for buying the quest pro and I think you for that, oh and especially when I found out recently that there eye tracking don’t work in vrchat",Neutral,0.6006809473,0
"This I feel will have the same issue mac gaming has but to a bigger extent. Something like this will pretty much never be compatible with SteamVR. And that is just where VR gaming happens. Gaming goes hand in hand with escaping reality/escapism. If they want their own VR hardware to be successful, theyre going to have to cave in and make their Apple Vision stuff be compatible with OpenVR softwares.",Negative,0.92200315,-1
"This is a very good video about the Apple Vision Pro and with your experience, for me I do think that the hardware and what's inside is incredible and how it uses your hands and eyes but personally don't want to have anything on my head to do computational things like using a laptop or desktop. I have seen a few pictures of where Vision Pro has been used and it has really wound me up like using it on public transport, eating out with someone with both of them using it...even worse...at their own wedding. Like you said it's like having a demo product and saying 'this is what we can do'. In time maybe headsets may become useful but I think glasses would be the better future",Positive,0.8497321606,1
This is absolutely the best review of the Vision Pro on YouTube.,Neutral,0.6727540493,0
"This is actually so cool tho... Think about a cooking game in real life with a timer above each pan or the oven and other stuff you would have in a cooking game on your phone. Sure you are not cooking for multiple people like an actual restaurant but it would make trying out new recipes so much more fun. I thought about this idea when I was watching Ryan Trahans video about spending 50 hours in the apple vision pro he put two different timer windows above each pan and turned around to play jetpack joyride behind him. There is potential there.

Edit: Also if you have smart appliances for example a smart oven or stove imagine seing the live timer and temperature as a window and just controlling the temperature or turning it off from the headset like an actual game 😲",Neutral,0.5151492357,0
This is awesome I have been waiting for you to talk about the  Vision Pro headset,Positive,0.9245134592,1
"This is easily the most practical Focussed vision pro video on yt, awesome work 🎉",Positive,0.9939411879,1
This is got to be the best apple vision pro review I have seen so far😮,Positive,0.6243128181,1
"This is hands down the best review for the Vision Pro! Your angle feels so much more real and honest and at the same time it's the most well thought through video on the Vision Pro, that I have seen!",Positive,0.7216687799,1
This is probably the best advertisement apple pro vision has gotten,Positive,0.7748519778,1
"This is probably the best vision pro review I've encountered so far. Thank you for actually providing a logical look at the pros vs the cons, more so than most other youtubers I've seen",Neutral,0.8247226477,0
"This is such a good breakdown of the Vision Pro, the demonstrations and explanations of the pros and cons are so exquisite :D",Neutral,0.9355973601,0
This is the best and most complete take I’ve seen of the Vision Pro.,Neutral,0.8684412837,0
"This is the best review of Apple vision pro I have ever seen.
This product is not for me.",Negative,0.9832007885,-1
This is the best review of the Apple Vision Pro.,Neutral,0.5765218735,0
This is the best video on Vision Pro I’ve seen 👏,Positive,0.8568211198,1
This is the first time I didn't feel like watching the entire video by Arun because I fucking hate where we are headed with this Apple Vision shit. People around the world have already become so anti-social and this Apple nonsense will amplify that even more. I'm also expecting products like these to contribute to more depression and anxiety.,Negative,0.9963268638,-1
"This is the most detailed and honest review of the Apple Vision Pro seen by far.

Very nice review!!",Neutral,0.6858130097,0
this is what i wanna know...how good is this gadget for someone who wears specs?,Neutral,0.8414003253,0
This is what it’s like to use Apple’s new Vision Pro mixed-reality headset,Positive,0.6962758303,1
This kind of tech could be very useful to blind people,Positive,0.9600167274,1
"This might sound crazy ,but I wanted to use something like EDITH ,not referring to the AI part,but having the ability to use augmented reality for getting directions in Maps, measuring things virtually, being able to see information about things that I'm looking at by just looking at it , instead of taking a picture and googling it,but the technology that's required to do all this in a normal looking glasses is just not there yet.Right now this thing feels like I'm wearing an helmet.But I'm sure as the technology advances,the more powerful the processors become,the more computational power we get , we will soon see be able to do all that in a normal looking glasses in the near future.",Positive,0.4512815773,1
This probably the most interesting video about the vision pro,Neutral,0.9881669879,0
"This technology is interesting, and I can imagine a lot of innovation and improved productivity in specific cases.  For personal use, I would ban it!  Recording the eyes and their tracking movements and pupil dilation are subconscious indicators.  These could be used to analyze our preferences, pleasures and interests from objects to sexual partners and actions.  Even if we do nothing in the physical world and just think that a person is attractive, we could be arrested, because of the elaborate standard that society wants to enforce.  Not to mention the commercials and product offers, because of our opinion it looks interesting.  You haven't even touched the security of biometric data.  Including a recording of a fingerprint, a recording of a speech, a recording of an eyeball, in Apple's world, they can erase our identity in the real world because they have everything they need.  We never allow one system to have total control, because in the end we can lose it too.",Negative,0.5814780593,-1
This the best review I’ve seen of the Vision Pro,Neutral,0.9192298055,0
this video literally tarnishes the Apple Vision Pro as if its supposed to be a long established device where its not,Neutral,0.7031829357,0
"This video smells of 'sponsored by Apple'. It does nothing that cant already be done on a quest3. Sure it might do spacial tracking better, and have more 2D screens at once, but who really wants that.
Also, there is an app on Quest called fluid, which shows the Quest is capable of better 2D screen viewing, so its only a matter of time before meta build it in as standard.

3:12 i disagree. Its not a video call if its not a direct video of you.
CGI, filters and AI enhancements are artificial, and if I was a ceo, I would never except it in a conference.

Like you pointed out, I would never want my employees lazing in bed while attending to work.

Its only time before they can drift off to sleep and have a AI display their facial expresions.

7:30 you know this isnt the first headset to allow you to select things with your eyes. Even psvr2 does it. Dont act like Apple have brought anything new to the table. Theyve done what they always do, which is take stuff that is already available at reasonable costs. Spend years refining it making it look premium without actually adding anything new, then charge a huge amount for it.
Mark my words, all other manufacturers will eventually think its ok to charge £3k because apple got away with it. And everyone will think apple created MR/AR/VR just like they think they did the smart phone.

13:42. This is not a good thing. It becomes an issue long before someone tried to use something non apple. You are forced to over spend on simple things like chargers. When Im buying gadgets, I spend a lot of time researching the best thing for me for the best price. I am not being herded into an apple only eco system.
The two most important factors in buying is choice and price. Apple lose at both of these every time.",Negative,0.7744498253,-1
This video sponsored by Ap--ple . Thanks for Watching .,Neutral,0.8657338619,0
This whole video thing is an Apple Vision Pro advertisement... And all the Apple fanboys love it...,Positive,0.6224932075,1
"Those who wait for a more affordable apple vision pro
\/",Neutral,0.8504414558,0
"Three weeks ago me and two other professors published a podcast episode about the Apple Vision Pro's impact on human relationships, and I'm happy to see that we got a lot of points in common with this review, specially the loneliness and scape reality points. Great review.",Neutral,0.952006042,0
TikTok launches a 'reimagined' app for the Apple Vision Pro | TechCrunch,Neutral,0.9819796085,0
"To be honest, I wasn't excited for the apple vision pro at first. But, now I really want one.",Neutral,0.6704492569,0
"Totally agree with the cinema experience. Vision Pro kicks ass there. I find myself using the Vision Pro much more than I expected, most of the time in AppleTV+",Positive,0.9799052477,1
